id,experiment,trial,manipulation,item,correct
id154,Experiment 2,6,Control - Later,Tiger,1
id154,Experiment 2,7,Control - Barrier,Sheep,0
id154,Experiment 2,8,Control - Later,Bear,1
id154,Experiment 2,9,Test - Look + Label,Dog,0
id156,Experiment 2,1,Control - Barrier,Bunny,1
id156,Experiment 2,2,Control - Barrier,Bear,1
id156,Experiment 2,3,Test - Look + Label,Monkey,1
id156,Experiment 2,4,Test - Look + Label,Sheep,1
id156,Experiment 2,5,Control - Later,Mouse,1
id156,Experiment 2,6,Control - Barrier,Beaver,1
id156,Experiment 2,7,Control - Later,Tiger,1
id156,Experiment 2,8,Test - Look + Label,Dog,1
id156,Experiment 2,9,Control - Later,Frog,0
id164,Experiment 2,1,Control - Barrier,Monkey,1
id164,Experiment 2,2,Control - Barrier,Cat,1
id164,Experiment 2,3,Control - Later,Elephant,0
id164,Experiment 2,4,Test - Look + Label,Beaver,1
id164,Experiment 2,5,Control - Barrier,Frog,1
id164,Experiment 2,6,Control - Later,Bear,1
id164,Experiment 2,7,Test - Look + Label,Bunny,1
id164,Experiment 2,8,Test - Look + Label,Tiger,1
id164,Experiment 2,9,Control - Later,Dog,1
id166,Experiment 2,1,Control - Later,Frog,0
id166,Experiment 2,2,Test - Look + Label,Bunny,1
id166,Experiment 2,3,Control - Barrier,Bear,0
id166,Experiment 2,4,Control - Later,Monkey,0
id166,Experiment 2,5,Control - Barrier,Elephant,1
id166,Experiment 2,6,Test - Look + Label,Beaver,0
id166,Experiment 2,7,Control - Barrier,Cat,1
id166,Experiment 2,8,Control - Later,Dog,0
id166,Experiment 2,9,Test - Look + Label,Tiger,1
id187,Experiment 2,1,Test - Look + Label,Sheep,1
id187,Experiment 2,2,Control - Barrier,Frog,0
id187,Experiment 2,3,Test - Look + Label,Mouse,1
id187,Experiment 2,4,Control - Barrier,Beaver,1
id187,Experiment 2,5,Control - Later,Tiger,1
id187,Experiment 2,6,Control - Later,Monkey,1
id187,Experiment 2,7,Test - Look + Label,Bunny,1
id187,Experiment 2,8,Control - Barrier,Bear,0
id187,Experiment 2,9,Control - Later,Dog,0
id188,Experiment 2,1,Test - Look + Label,Bunny,1
id188,Experiment 2,2,Control - Later,Monkey,1
id188,Experiment 2,3,Test - Look + Label,Dog,1
id188,Experiment 2,4,Control - Barrier,Bear,1
id188,Experiment 2,5,Test - Look + Label,Sheep,1
id188,Experiment 2,6,Control - Barrier,Tiger,1
id188,Experiment 2,7,Control - Later,Mouse,1
id188,Experiment 2,8,Control - Barrier,Cat,0
id188,Experiment 2,9,Control - Later,Beaver,1
id192,Experiment 2,1,Control - Barrier,Frog,0
id192,Experiment 2,2,Test - Look + Label,Bunny,1
id192,Experiment 2,3,Control - Later,Tiger,0
id192,Experiment 2,4,Control - Barrier,Bear,1
id192,Experiment 2,5,Control - Barrier,Beaver,1
id192,Experiment 2,6,Test - Look + Label,Elephant,1
id192,Experiment 2,7,Control - Later,Mouse,0
id192,Experiment 2,8,Control - Later,Dog,0
id192,Experiment 2,9,Test - Look + Label,Monkey,1
id202,Experiment 2,1,Test - Look + Label,Frog,1
id202,Experiment 2,2,Control - Later,Elephant,1
id202,Experiment 2,3,Control - Barrier,Monkey,1
id202,Experiment 2,4,Test - Look + Label,Mouse,0
id202,Experiment 2,5,Control - Later,Cat,1
id202,Experiment 2,6,Control - Barrier,Tiger,0
id202,Experiment 2,7,Control - Barrier,Bunny,0
id202,Experiment 2,8,Test - Look + Label,Bear,1
id202,Experiment 2,9,Control - Later,Dog,1
id208,Experiment 2,1,Control - Barrier,Cat,0
id208,Experiment 2,2,Test - Look + Label,Elephant,0
id208,Experiment 2,3,Control - Later,Mouse,1
id208,Experiment 2,4,Test - Look + Label,Sheep,0
id208,Experiment 2,5,Test - Look + Label,Beaver,0
id208,Experiment 2,6,Control - Later,Monkey,1
id208,Experiment 2,7,Control - Barrier,Dog,0
id208,Experiment 2,8,Control - Barrier,Bear,0
id208,Experiment 2,9,Control - Later,Tiger,0
id209,Experiment 2,1,Control - Barrier,Sheep,1
id209,Experiment 2,2,Control - Later,Frog,0
id209,Experiment 2,3,Control - Barrier,Mouse,0
id209,Experiment 2,4,Test - Look + Label,Monkey,0
id209,Experiment 2,5,Control - Barrier,Tiger,0
id209,Experiment 2,6,Control - Later,Elephant,0
id209,Experiment 2,7,Control - Later,Cat,0
id209,Experiment 2,8,Test - Look + Label,Dog,0
id209,Experiment 2,9,Test - Look + Label,Bear,0
id214,Experiment 2,1,Control - Barrier,Tiger,1
id214,Experiment 2,2,Test - Look + Label,Bunny,1
id214,Experiment 2,3,Control - Barrier,Frog,1
id214,Experiment 2,4,Test - Look + Label,Dog,1
id214,Experiment 2,5,Control - Barrier,Sheep,1
id214,Experiment 2,6,Test - Look + Label,Mouse,1
id214,Experiment 2,7,Control - Later,Monkey,1
id214,Experiment 2,8,Control - Later,Bear,1
id214,Experiment 2,9,Control - Later,Beaver,1
id215,Experiment 2,1,Control - Later,Mouse,0
id215,Experiment 2,2,Test - Look + Label,Elephant,0
id215,Experiment 2,3,Control - Barrier,Beaver,0
id215,Experiment 2,4,Control - Barrier,Frog,0
id215,Experiment 2,5,Control - Barrier,Bunny,0
id215,Experiment 2,6,Control - Later,Bear,0
id215,Experiment 2,7,Test - Look + Label,Tiger,0
id215,Experiment 2,8,Test - Look + Label,Monkey,0
id215,Experiment 2,9,Control - Later,Cat,0
id219,Experiment 2,1,Control - Barrier,Dog,1
id219,Experiment 2,2,Test - Look + Label,Elephant,1
id219,Experiment 2,3,Test - Look + Label,Mouse,1
id219,Experiment 2,4,Test - Look + Label,Beaver,1
id219,Experiment 2,5,Control - Later,Sheep,1
id219,Experiment 2,6,Control - Barrier,Frog,1
id219,Experiment 2,7,Control - Barrier,Tiger,0
id219,Experiment 2,8,Control - Later,Cat,1
id219,Experiment 2,9,Control - Later,Monkey,1
id225,Experiment 2,1,Control - Later,Elephant,0
id225,Experiment 2,2,Control - Later,Frog,0
id225,Experiment 2,3,Test - Look + Label,Cat,0
id225,Experiment 2,4,Control - Barrier,Mouse,1
id225,Experiment 2,5,Test - Look + Label,Dog,0
id225,Experiment 2,6,Control - Later,Beaver,0
id225,Experiment 2,7,Control - Barrier,Bear,0
id225,Experiment 2,8,Control - Barrier,Bunny,1
id225,Experiment 2,9,Test - Look + Label,Monkey,1
id228,Experiment 2,1,Test - Look + Label,Tiger,1
id228,Experiment 2,2,Control - Later,Bunny,0
id228,Experiment 2,3,Test - Look + Label,Mouse,1
id228,Experiment 2,4,Control - Barrier,Monkey,1
id228,Experiment 2,5,Test - Look + Label,Bear,1
id228,Experiment 2,6,Control - Barrier,Dog,0
id228,Experiment 2,7,Control - Later,Beaver,1
id228,Experiment 2,8,Control - Later,Sheep,1
id228,Experiment 2,9,Control - Barrier,Elephant,0
id7,Experiment 3a,1,Control - Person,Frog,1
id7,Experiment 3a,2,Control - Person,Mouse,1
id7,Experiment 3a,3,Test - Look + Label,Bear,1
id7,Experiment 3a,4,Test - Look + Label,Beaver,1
id7,Experiment 3a,5,Test - Look + Label,Monkey,1
id7,Experiment 3a,6,Control - Person,Tiger,1
id7,Experiment 3a,7,Test - Look + Label,Bunny,1
id7,Experiment 3a,8,Control - Person,Dog,1
id19,Experiment 3a,1,Control - Person,Beaver,0
id19,Experiment 3a,2,Test - Look + Label,Mouse,0
id19,Experiment 3a,3,Test - Look + Label,Monkey,0
id19,Experiment 3a,4,Test - Look + Label,Dog,0
id19,Experiment 3a,5,Control - Person,Frog,1
id19,Experiment 3a,6,Control - Person,Cat,0
id19,Experiment 3a,7,Test - Look + Label,Bunny,0
id19,Experiment 3a,8,Control - Person,Bear,0
id22,Experiment 3a,1,Test - Look + Label,Frog,1
id22,Experiment 3a,2,Control - Person,Beaver,1
id22,Experiment 3a,3,Control - Person,Mouse,0
id22,Experiment 3a,4,Control - Person,Monkey,0
id22,Experiment 3a,5,Test - Look + Label,Bunny,1
id22,Experiment 3a,6,Test - Look + Label,Bear,1
id22,Experiment 3a,7,Test - Look + Label,Dog,1
id22,Experiment 3a,8,Control - Person,Sheep,1
id29,Experiment 3a,1,Control - Person,Beaver,0
id29,Experiment 3a,2,Control - Person,Frog,0
id29,Experiment 3a,3,Test - Look + Label,Bunny,0
id29,Experiment 3a,4,Test - Look + Label,Mouse,0
id29,Experiment 3a,5,Control - Person,Monkey,0
id29,Experiment 3a,6,Test - Look + Label,Tiger,1
id29,Experiment 3a,7,Test - Look + Label,Dog,0
id29,Experiment 3a,8,Control - Person,Bear,0
id31,Experiment 3a,1,Control - Person,Frog,0
id31,Experiment 3a,2,Control - Person,Monkey,0
id31,Experiment 3a,3,Control - Person,Beaver,0
id31,Experiment 3a,4,Test - Look + Label,Bunny,0
id31,Experiment 3a,5,Test - Look + Label,Mouse,0
id31,Experiment 3a,6,Test - Look + Label,Dog,0
id31,Experiment 3a,7,Test - Look + Label,Sheep,0
id31,Experiment 3a,8,Control - Person,Bear,0
id44,Experiment 3a,1,Test - Look + Label,Beaver,1
id44,Experiment 3a,2,Control - Person,Mouse,1
id44,Experiment 3a,3,Test - Look + Label,Bunny,1
id44,Experiment 3a,4,Test - Look + Label,Dog,1
id44,Experiment 3a,5,Test - Look + Label,Bear,1
id44,Experiment 3a,6,Control - Person,Frog,0
id44,Experiment 3a,7,Control - Person,Monkey,0
id44,Experiment 3a,8,Control - Person,Sheep,1
id49,Experiment 3a,1,Test - Look + Label,Frog,1
id49,Experiment 3a,2,Control - Person,Mouse,0
id49,Experiment 3a,3,Control - Person,Dog,0
id49,Experiment 3a,4,Control - Person,Beaver,1
id49,Experiment 3a,5,Test - Look + Label,Bunny,0
id49,Experiment 3a,6,Test - Look + Label,Bear,0
id49,Experiment 3a,7,Test - Look + Label,Sheep,1
id49,Experiment 3a,8,Control - Person,Monkey,1
id54,Experiment 3a,1,Test - Look + Label,Frog,1
id54,Experiment 3a,2,Control - Person,Mouse,1
id54,Experiment 3a,3,Test - Look + Label,Beaver,1
id54,Experiment 3a,4,Test - Look + Label,Dog,1
id54,Experiment 3a,5,Control - Person,Monkey,1
id54,Experiment 3a,6,Control - Person,Bear,1
id54,Experiment 3a,7,Test - Look + Label,Bunny,1
id54,Experiment 3a,8,Control - Person,Sheep,1
id55,Experiment 3a,1,Test - Look + Label,Frog,1
id55,Experiment 3a,2,Test - Look + Label,Beaver,1
id55,Experiment 3a,3,Control - Person,Monkey,0
id55,Experiment 3a,4,Control - Person,Mouse,0
id55,Experiment 3a,5,Control - Person,Bunny,0
id55,Experiment 3a,6,Test - Look + Label,Cat,1
id55,Experiment 3a,7,Test - Look + Label,Bear,1
id55,Experiment 3a,8,Control - Person,Dog,0
id58,Experiment 3a,1,Control - Person,Beaver,0
id58,Experiment 3a,2,Control - Person,Mouse,0
id58,Experiment 3a,3,Control - Person,Sheep,0
id58,Experiment 3a,4,Test - Look + Label,Frog,1
id58,Experiment 3a,5,Test - Look + Label,Bunny,1
id58,Experiment 3a,6,Test - Look + Label,Monkey,1
id58,Experiment 3a,7,Control - Person,Dog,0
id58,Experiment 3a,8,Test - Look + Label,Bear,1
id69,Experiment 3a,1,Control - Person,Frog,1
id69,Experiment 3a,2,Control - Person,Beaver,1
id69,Experiment 3a,3,Test - Look + Label,Mouse,1
id69,Experiment 3a,4,Control - Person,Dog,0
id69,Experiment 3a,5,Test - Look + Label,Monkey,1
id69,Experiment 3a,6,Control - Person,Bunny,1
id69,Experiment 3a,7,Test - Look + Label,Sheep,1
id69,Experiment 3a,8,Test - Look + Label,Bear,1
id75,Experiment 3a,1,Test - Look + Label,Bunny,1
id75,Experiment 3a,2,Test - Look + Label,Frog,1
id75,Experiment 3a,3,Control - Person,Beaver,1
id75,Experiment 3a,4,Control - Person,Monkey,1
id75,Experiment 3a,5,Test - Look + Label,Mouse,1
id75,Experiment 3a,6,Control - Person,Bear,1
id75,Experiment 3a,7,Control - Person,Tiger,1
id75,Experiment 3a,8,Test - Look + Label,Cat,1
id79,Experiment 3a,1,Test - Look + Label,Monkey,0
id79,Experiment 3a,2,Test - Look + Label,Beaver,0
id79,Experiment 3a,3,Test - Look + Label,Frog,0
id79,Experiment 3a,4,Test - Look + Label,Mouse,1
id79,Experiment 3a,5,Control - Person,Bunny,1
id79,Experiment 3a,6,Control - Person,Bear,1
id79,Experiment 3a,7,Control - Person,Tiger,1
id79,Experiment 3a,8,Control - Person,Cat,1
id83,Experiment 3a,1,Test - Look + Label,Beaver,1
id83,Experiment 3a,2,Control - Person,Frog,1
id83,Experiment 3a,3,Test - Look + Label,Mouse,1
id83,Experiment 3a,4,Test - Look + Label,Monkey,1
id83,Experiment 3a,5,Test - Look + Label,Bunny,1
id83,Experiment 3a,6,Control - Person,Dog,1
id83,Experiment 3a,7,Control - Person,Bear,1
id83,Experiment 3a,8,Control - Person,Tiger,1
id85,Experiment 3a,1,Test - Look + Label,Mouse,1
id85,Experiment 3a,2,Control - Person,Beaver,0
id85,Experiment 3a,3,Control - Person,Frog,1
id85,Experiment 3a,4,Test - Look + Label,Dog,1
id85,Experiment 3a,5,Control - Person,Bear,1
id85,Experiment 3a,6,Test - Look + Label,Bunny,1
id85,Experiment 3a,7,Test - Look + Label,Monkey,1
id85,Experiment 3a,8,Control - Person,Tiger,0
id89,Experiment 3a,1,Test - Look + Label,Beaver,1
id89,Experiment 3a,2,Control - Person,Frog,0
id89,Experiment 3a,3,Control - Person,Mouse,1
id89,Experiment 3a,4,Test - Look + Label,Monkey,1
id89,Experiment 3a,5,Control - Person,Bunny,1
id89,Experiment 3a,6,Control - Person,Bear,1
id89,Experiment 3a,7,Test - Look + Label,Dog,0
id89,Experiment 3a,8,Test - Look + Label,Tiger,1
id91,Experiment 3a,1,Control - Person,Mouse,1
id91,Experiment 3a,2,Test - Look + Label,Dog,1
id91,Experiment 3a,3,Control - Person,Frog,1
id91,Experiment 3a,4,Control - Person,Monkey,1
id91,Experiment 3a,5,Control - Person,Beaver,1
id91,Experiment 3a,6,Test - Look + Label,Tiger,1
id91,Experiment 3a,7,Test - Look + Label,Bunny,1
id91,Experiment 3a,8,Test - Look + Label,Cat,1
id99,Experiment 3a,1,Control - Person,Beaver,0
id99,Experiment 3a,2,Test - Look + Label,Frog,1
id99,Experiment 3a,3,Test - Look + Label,Monkey,1
id99,Experiment 3a,4,Control - Person,Mouse,0
id99,Experiment 3a,5,Control - Person,Dog,0
id99,Experiment 3a,6,Control - Person,Bunny,0
id99,Experiment 3a,7,Test - Look + Label,Tiger,1
id99,Experiment 3a,8,Test - Look + Label,Cat,1
id108,Experiment 3a,1,Control - Person,Frog,1
id108,Experiment 3a,2,Test - Look + Label,Mouse,0
id108,Experiment 3a,3,Control - Person,Monkey,1
id108,Experiment 3a,4,Control - Person,Bear,1
id108,Experiment 3a,5,Test - Look + Label,Beaver,1
id108,Experiment 3a,6,Test - Look + Label,Bunny,0
id108,Experiment 3a,7,Control - Person,Dog,1
id108,Experiment 3a,8,Test - Look + Label,Tiger,1
id138,Experiment 3a,1,Control - Person,Beaver,1
id138,Experiment 3a,2,Control - Person,Monkey,1
id138,Experiment 3a,3,Test - Look + Label,Frog,1
id138,Experiment 3a,4,Test - Look + Label,Bunny,0
id138,Experiment 3a,5,Control - Person,Mouse,1
id138,Experiment 3a,6,Control - Person,Dog,0
id138,Experiment 3a,7,Test - Look + Label,Bear,0
id138,Experiment 3a,8,Test - Look + Label,Tiger,1
id139,Experiment 3a,1,Test - Look + Label,Mouse,1
id139,Experiment 3a,2,Control - Person,Bunny,1
id139,Experiment 3a,3,Test - Look + Label,Frog,1
id139,Experiment 3a,4,Control - Person,Beaver,1
id139,Experiment 3a,5,Control - Person,Dog,1
id139,Experiment 3a,6,Test - Look + Label,Bear,1
id139,Experiment 3a,7,Test - Look + Label,Tiger,1
id139,Experiment 3a,8,Control - Person,Sheep,1
id148,Experiment 3a,1,Test - Look + Label,Frog,0
id148,Experiment 3a,2,Control - Person,Beaver,0
id148,Experiment 3a,3,Control - Person,Monkey,1
id148,Experiment 3a,4,Test - Look + Label,Mouse,0
id148,Experiment 3a,5,Test - Look + Label,Bunny,1
id148,Experiment 3a,6,Control - Person,Sheep,0
id148,Experiment 3a,7,Control - Person,Bear,1
id148,Experiment 3a,8,Test - Look + Label,Dog,0
id169,Experiment 3a,1,Control - Person,Beaver,1
id169,Experiment 3a,2,Control - Person,Mouse,1
id169,Experiment 3a,3,Test - Look + Label,Monkey,1
id169,Experiment 3a,4,Control - Person,Frog,1
id169,Experiment 3a,5,Test - Look + Label,Cat,1
id169,Experiment 3a,6,Test - Look + Label,Dog,1
id169,Experiment 3a,7,Control - Person,Bunny,1
id169,Experiment 3a,8,Test - Look + Label,Tiger,1
id180,Experiment 3a,1,Control - Person,Beaver,1
id180,Experiment 3a,2,Test - Look + Label,Frog,1
id180,Experiment 3a,3,Test - Look + Label,Mouse,1
id180,Experiment 3a,4,Control - Person,Bunny,1
id180,Experiment 3a,5,Control - Person,Monkey,0
id180,Experiment 3a,6,Test - Look + Label,Cat,0
id180,Experiment 3a,7,Control - Person,Bear,0
id180,Experiment 3a,8,Test - Look + Label,Dog,1
id182,Experiment 3a,1,Control - Person,Dog,1
id182,Experiment 3a,2,Test - Look + Label,Frog,1
id182,Experiment 3a,3,Test - Look + Label,Beaver,1
id182,Experiment 3a,4,Test - Look + Label,Bear,1
id182,Experiment 3a,5,Control - Person,Sheep,1
id182,Experiment 3a,6,Test - Look + Label,Bunny,1
id182,Experiment 3a,7,Control - Person,Mouse,1
id182,Experiment 3a,8,Control - Person,Monkey,1
id191,Experiment 3a,1,Test - Look + Label,Mouse,1
id191,Experiment 3a,2,Test - Look + Label,Frog,0
id191,Experiment 3a,3,Control - Person,Dog,1
id191,Experiment 3a,4,Control - Person,Beaver,1
id191,Experiment 3a,5,Test - Look + Label,Monkey,1
id191,Experiment 3a,6,Control - Person,Tiger,1
id191,Experiment 3a,7,Test - Look + Label,Bunny,1
id191,Experiment 3a,8,Control - Person,Bear,1
id198,Experiment 3a,1,Test - Look + Label,Bunny,1
id198,Experiment 3a,2,Control - Person,Frog,1
id198,Experiment 3a,3,Test - Look + Label,Tiger,1
id198,Experiment 3a,4,Control - Person,Mouse,0
id198,Experiment 3a,5,Control - Person,Beaver,1
id198,Experiment 3a,6,Control - Person,Dog,1
id198,Experiment 3a,7,Test - Look + Label,Cat,1
id198,Experiment 3a,8,Test - Look + Label,Bear,1
id204,Experiment 3a,1,Control - Person,Beaver,1
id204,Experiment 3a,2,Control - Person,Frog,1
id204,Experiment 3a,3,Test - Look + Label,Mouse,1
id204,Experiment 3a,4,Control - Person,Dog,1
id204,Experiment 3a,5,Test - Look + Label,Monkey,1
id204,Experiment 3a,6,Test - Look + Label,Bear,1
id204,Experiment 3a,7,Control - Person,Bunny,1
id204,Experiment 3a,8,Test - Look + Label,Cat,1
id205,Experiment 3a,1,Control - Person,Frog,0
id205,Experiment 3a,2,Test - Look + Label,Beaver,1
id205,Experiment 3a,3,Test - Look + Label,Mouse,0
id205,Experiment 3a,4,Test - Look + Label,Tiger,0
id205,Experiment 3a,5,Control - Person,Bear,0
id205,Experiment 3a,6,Control - Person,Dog,0
id205,Experiment 3a,7,Control - Person,Monkey,1
id205,Experiment 3a,8,Test - Look + Label,Bunny,1
id231,Experiment 3a,1,Control - Person,Dog,0
id231,Experiment 3a,2,Control - Person,Bunny,1
id231,Experiment 3a,3,Test - Look + Label,Beaver,1
id231,Experiment 3a,4,Test - Look + Label,Monkey,0
id231,Experiment 3a,5,Control - Person,Frog,1
id231,Experiment 3a,6,Test - Look + Label,Bear,0
id231,Experiment 3a,7,Control - Person,Mouse,1
id231,Experiment 3a,8,Test - Look + Label,Tiger,1
id1,Experiment 3b,1,Test - Look + Label,Bunny,1
id1,Experiment 3b,2,Test - Look + Label,Frog,1
id1,Experiment 3b,3,Control - Bell,Monkey,1
id1,Experiment 3b,4,Test - Look + Label,Bear,1
id1,Experiment 3b,5,Control - Bell,Mouse,1
id1,Experiment 3b,6,Control - Bell,Beaver,1
id1,Experiment 3b,7,Test - Look + Label,Tiger,1
id1,Experiment 3b,8,Control - Bell,Dog,1
id2,Experiment 3b,1,Test - Look + Label,Bunny,1
id2,Experiment 3b,2,Control - Bell,Mouse,1
id2,Experiment 3b,3,Test - Look + Label,Frog,0
id2,Experiment 3b,4,Test - Look + Label,Dog,1
id2,Experiment 3b,5,Control - Bell,Monkey,1
id2,Experiment 3b,6,Test - Look + Label,Beaver,1
id2,Experiment 3b,7,Control - Bell,Tiger,1
id2,Experiment 3b,8,Control - Bell,Bear,1
id5,Experiment 3b,1,Control - Bell,Monkey,1
id5,Experiment 3b,2,Test - Look + Label,Dog,0
id5,Experiment 3b,3,Test - Look + Label,Frog,1
id5,Experiment 3b,4,Control - Bell,Mouse,1
id5,Experiment 3b,5,Control - Bell,Beaver,0
id5,Experiment 3b,6,Test - Look + Label,Bunny,1
id5,Experiment 3b,7,Test - Look + Label,Tiger,1
id5,Experiment 3b,8,Control - Bell,Bear,0
id16,Experiment 3b,1,Test - Look + Label,Monkey,1
id16,Experiment 3b,2,Test - Look + Label,Frog,1
id16,Experiment 3b,3,Test - Look + Label,Beaver,1
id16,Experiment 3b,4,Control - Bell,Bunny,0
id16,Experiment 3b,5,Test - Look + Label,Tiger,1
id16,Experiment 3b,6,Control - Bell,Bear,0
id16,Experiment 3b,7,Control - Bell,Dog,0
id16,Experiment 3b,8,Control - Bell,Sheep,0
id20,Experiment 3b,1,Test - Look + Label,Frog,1
id20,Experiment 3b,2,Control - Bell,Mouse,1
id20,Experiment 3b,3,Control - Bell,Monkey,1
id20,Experiment 3b,4,Test - Look + Label,Beaver,1
id20,Experiment 3b,5,Test - Look + Label,Bunny,1
id20,Experiment 3b,6,Test - Look + Label,Dog,1
id20,Experiment 3b,7,Control - Bell,Tiger,1
id20,Experiment 3b,8,Control - Bell,Bear,1
id41,Experiment 3b,1,Test - Look + Label,Mouse,1
id41,Experiment 3b,2,Test - Look + Label,Beaver,1
id41,Experiment 3b,3,Control - Bell,Frog,0
id41,Experiment 3b,4,Test - Look + Label,Monkey,1
id41,Experiment 3b,5,Control - Bell,Bunny,1
id41,Experiment 3b,6,Control - Bell,Dog,1
id41,Experiment 3b,7,Test - Look + Label,Bear,1
id41,Experiment 3b,8,Control - Bell,Sheep,1
id52,Experiment 3b,1,Control - Bell,Mouse,1
id52,Experiment 3b,2,Test - Look + Label,Frog,1
id52,Experiment 3b,3,Test - Look + Label,Beaver,0
id52,Experiment 3b,4,Test - Look + Label,Monkey,1
id52,Experiment 3b,5,Control - Bell,Dog,0
id52,Experiment 3b,6,Control - Bell,Bunny,0
id52,Experiment 3b,7,Control - Bell,Cat,0
id52,Experiment 3b,8,Test - Look + Label,Bear,1
id71,Experiment 3b,1,Test - Look + Label,Monkey,0
id71,Experiment 3b,2,Control - Bell,Frog,1
id71,Experiment 3b,3,Test - Look + Label,Beaver,1
id71,Experiment 3b,4,Control - Bell,Mouse,1
id71,Experiment 3b,5,Control - Bell,Dog,0
id71,Experiment 3b,6,Test - Look + Label,Bear,1
id71,Experiment 3b,7,Test - Look + Label,Cat,1
id71,Experiment 3b,8,Control - Bell,Sheep,1
id106,Experiment 3b,1,Test - Look + Label,Mouse,0
id106,Experiment 3b,2,Test - Look + Label,Beaver,1
id106,Experiment 3b,3,Test - Look + Label,Frog,1
id106,Experiment 3b,4,Control - Bell,Monkey,1
id106,Experiment 3b,5,Control - Bell,Cat,1
id106,Experiment 3b,6,Test - Look + Label,Bunny,1
id106,Experiment 3b,7,Control - Bell,Dog,1
id106,Experiment 3b,8,Control - Bell,Bear,1
id107,Experiment 3b,1,Test - Look + Label,Mouse,1
id107,Experiment 3b,2,Control - Bell,Monkey,1
id107,Experiment 3b,3,Control - Bell,Beaver,1
id107,Experiment 3b,4,Test - Look + Label,Dog,1
id107,Experiment 3b,5,Test - Look + Label,Tiger,1
id107,Experiment 3b,6,Control - Bell,Bunny,1
id107,Experiment 3b,7,Test - Look + Label,Frog,1
id107,Experiment 3b,8,Control - Bell,Cat,1
id114,Experiment 3b,1,Control - Bell,Frog,1
id114,Experiment 3b,2,Control - Bell,Mouse,1
id114,Experiment 3b,3,Control - Bell,Beaver,0
id114,Experiment 3b,4,Test - Look + Label,Monkey,0
id114,Experiment 3b,5,Test - Look + Label,Bear,1
id114,Experiment 3b,6,Test - Look + Label,Bunny,1
id114,Experiment 3b,7,Test - Look + Label,Dog,1
id114,Experiment 3b,8,Control - Bell,Tiger,1
id116,Experiment 3b,1,Control - Bell,Bear,1
id116,Experiment 3b,2,Control - Bell,Bunny,1
id116,Experiment 3b,3,Test - Look + Label,Frog,1
id116,Experiment 3b,4,Control - Bell,Monkey,1
id116,Experiment 3b,5,Test - Look + Label,Mouse,1
id116,Experiment 3b,6,Test - Look + Label,Beaver,1
id116,Experiment 3b,7,Test - Look + Label,Dog,1
id116,Experiment 3b,8,Control - Bell,Tiger,1
id122,Experiment 3b,1,Control - Bell,Bunny,1
id122,Experiment 3b,2,Test - Look + Label,Beaver,0
id122,Experiment 3b,3,Control - Bell,Frog,0
id122,Experiment 3b,4,Control - Bell,Dog,0
id122,Experiment 3b,5,Test - Look + Label,Monkey,1
id122,Experiment 3b,6,Test - Look + Label,Mouse,1
id122,Experiment 3b,7,Test - Look + Label,Tiger,0
id122,Experiment 3b,8,Control - Bell,Bear,0
id130,Experiment 3b,1,Control - Bell,Frog,0
id130,Experiment 3b,2,Control - Bell,Beaver,1
id130,Experiment 3b,3,Test - Look + Label,Mouse,0
id130,Experiment 3b,4,Test - Look + Label,Monkey,0
id130,Experiment 3b,5,Control - Bell,Tiger,0
id130,Experiment 3b,6,Test - Look + Label,Bunny,0
id130,Experiment 3b,7,Control - Bell,Bear,0
id130,Experiment 3b,8,Test - Look + Label,Dog,1
id131,Experiment 3b,1,Control - Bell,Frog,1
id131,Experiment 3b,2,Test - Look + Label,Mouse,1
id131,Experiment 3b,3,Control - Bell,Beaver,0
id131,Experiment 3b,4,Test - Look + Label,Bunny,1
id131,Experiment 3b,5,Test - Look + Label,Monkey,1
id131,Experiment 3b,6,Control - Bell,Tiger,1
id131,Experiment 3b,7,Test - Look + Label,Dog,1
id131,Experiment 3b,8,Control - Bell,Sheep,1
id135,Experiment 3b,1,Test - Look + Label,Frog,1
id135,Experiment 3b,2,Control - Bell,Beaver,0
id135,Experiment 3b,3,Test - Look + Label,Mouse,0
id135,Experiment 3b,4,Control - Bell,Monkey,0
id135,Experiment 3b,5,Control - Bell,Dog,0
id135,Experiment 3b,6,Control - Bell,Bear,1
id135,Experiment 3b,7,Test - Look + Label,Bunny,1
id135,Experiment 3b,8,Test - Look + Label,Sheep,0
id145,Experiment 3b,1,Test - Look + Label,Mouse,0
id145,Experiment 3b,2,Test - Look + Label,Beaver,0
id145,Experiment 3b,3,Control - Bell,Frog,0
id145,Experiment 3b,4,Control - Bell,Dog,0
id145,Experiment 3b,5,Control - Bell,Bunny,0
id145,Experiment 3b,6,Test - Look + Label,Monkey,0
id145,Experiment 3b,7,Control - Bell,Tiger,0
id145,Experiment 3b,8,Test - Look + Label,Sheep,0
id151,Experiment 3b,1,Test - Look + Label,Beaver,1
id151,Experiment 3b,2,Control - Bell,Frog,1
id151,Experiment 3b,3,Control - Bell,Mouse,1
id151,Experiment 3b,4,Test - Look + Label,Bear,1
id151,Experiment 3b,5,Control - Bell,Bunny,1
id151,Experiment 3b,6,Control - Bell,Tiger,1
id151,Experiment 3b,7,Test - Look + Label,Dog,1
id151,Experiment 3b,8,Test - Look + Label,Cat,1
id153,Experiment 3b,1,Test - Look + Label,Frog,1
id153,Experiment 3b,2,Control - Bell,Beaver,1
id153,Experiment 3b,3,Control - Bell,Mouse,1
